S0529,CarbonSteal,"CarbonSteal  has collected device network information, including 16-bit GSM Cell Identity, 16-bit Location Area Code, Mobile Country Code (MCC), and Mobile Network Code (MNC).  CarbonSteal  has also called  netcfg  to get stats. [8]"
S0425,Corona Updates,"Corona Updates  can collect device network configuration information, such as Wi-Fi SSID and IMSI. [9]"
S0315,DualToy,"DualToy  collects the connected iOS device’s information including IMEI, IMSI, ICCID, serial number and phone number. [10]"
S0478,EventBot,EventBot  can gather device network information. [11]
S0522,Exobot,"Exobot  can obtain the device’s IMEI, phone number, and IP address. [12]"
S0405,Exodus,Exodus  One queries the device for its IMEI code and the phone number in order to validate the target of a new infection. [13]
S0509,FakeSpy,"FakeSpy  can collect device networking information, including phone number, IMEI, and IMSI. [14]"
S1093,FlyTrap,FlyTrap  can collect IP address and network configuration information. [15]
S0577,FrozenCell,"FrozenCell  has collected phone metadata such as cell location, mobile country code (MCC), and mobile network code (MNC). [16]"
S0535,Golden Cup,Golden Cup  can collect the device’s phone number and IMSI. [17]
S0536,GPlayed,"GPlayed  can collect the device’s IMEI, phone number, and country. [18]"
S0406,Gustuff,Gustuff  gathers the device IMEI to send to the command and control server. [19]
S1077,Hornbill,"Hornbill  can collect a device's phone number and IMEI, and can check to see if WiFi is enabled. [20]"
S0463,INSOMNIA,"INSOMNIA  can collect the device’s phone number, ICCID, IMEI, and the currently active network interface (Wi-Fi or cellular). [21]"
S0407,Monokle,Monokle  checks if the device is connected via Wi-Fi or mobile data. [22]
S0316,Pegasus for Android,"Pegasus for Android  checks if the device is on Wi-Fi, a cellular network, and is roaming. [23]"
S0291,PJApps,"PJApps  has the capability to collect and leak the victim's phone number, mobile device unique identifier (IMEI). [24]"
S0326,RedDrop,"RedDrop  collects and exfiltrates information including IMEI, IMSI, MNC, MCC, nearby Wi-Fi networks, and other device and SIM-related info. [25]"
S0403,Riltok,Riltok  can query the device's IMEI. [26]
S0411,Rotexy,Rotexy  collects the device's IMEI and sends it to the command and control server. [27]
S0313,RuMMS,RuMMS  gathers the device phone number and IMEI and transmits them to a command and control server. [28]
S0324,SpyDealer,"SpyDealer  harvests the device phone number, IMEI, and IMSI. [29]"
S0328,Stealth Mango,Stealth Mango  collects and uploads information about changes in SIM card or phone numbers on the device. [30]
S1082,Sunbird,Sunbird  can exfiltrate phone number and IMEI. [20]
S0329,Tangelo,Tangelo  contains functionality to gather cellular IDs. [30]
S0545,TERRACOTTA,TERRACOTTA  has collected the device’s phone number and can check if the active network connection is metered. [31]
S1056,TianySpy,TianySpy  can check to see if WiFi is enabled. [32]
S0427,TrickMo,"TrickMo  can collect device network configuration information such as IMSI, IMEI, and Wi-Fi connection state. [33]"
S0506,ViperRAT,"ViperRAT  can collect network configuration data from the device, including phone number, SIM operator, and network operator. [34]"
S0489,WolfRAT,WolfRAT  sends the device’s IMEI with each exfiltration request. [35]
S0318,XLoader for Android,XLoader for Android  collects the device’s IMSI and ICCID. [36]
S0490,XLoader for iOS,"XLoader for iOS  can obtain the device’s IMEM, ICCID, and MEID. [36]"
S0311,YiSpecter,YiSpecter  has collected compromised device MAC addresses. [37]
M1006,Use Recent OS Version,Android 10 introduced changes that prevent normal applications from accessing sensitive device identifiers. [2]
S1061,AbstractEmu,AbstractEmu  can grant itself camera permissions. [1]
S1079,BOULDSPY,BOULDSPY  can take photos using the device cameras. [2]
S0655,BusyGasper,BusyGasper  can record from the device’s camera. [3]
S0426,Concipit1248,Concipit1248  requests permissions to use the device camera. [4]
S0425,Corona Updates,Corona Updates  can take pictures using the camera and can record MP4 files. [4]
S0301,Dendroid,Dendroid  can take photos and record videos. [5]
S0505,Desert Scorpion,Desert Scorpion  can record videos. [6]
S0320,DroidJack,DroidJack  can capture video using device cameras. [7]
S1092,Escobar,Escobar  can take photos using the device cameras. [8]
S0405,Exodus,Exodus  Two can take pictures with the device cameras. [9]
S1080,Fakecalls,Fakecalls  can request camera permissions. [10]
S0408,FlexiSpy,FlexiSpy  can record video. [11]
S0535,Golden Cup,Golden Cup  can take pictures with the camera. [12]
S0551,GoldenEagle,GoldenEagle  has taken photos with the device camera. [13]
S0421,GolfSpy,GolfSpy  can record video. [14]
S0544,HenBox,HenBox  can access the device’s camera. [15]
S1077,Hornbill,Hornbill  can access a device’s camera and take photos. [16]
S0407,Monokle,Monokle  can take photos and videos. [17]
S0399,Pallas,Pallas  can take pictures with both the front and rear-facing cameras. [18]
S0316,Pegasus for Android,Pegasus for Android  has the ability to take pictures using the device camera. [19]
S0295,RCSAndroid,RCSAndroid  can capture photos using the front and back cameras. [20]
S0549,SilkBean,SilkBean  can access the camera on the device. [13]
S0327,Skygofree,Skygofree  can record video or capture photos when an infected device is in a specified location. [21]
S0324,SpyDealer,SpyDealer  can record video and take photos via front and rear cameras. [22]
S0328,Stealth Mango,Stealth Mango  can record and take pictures using the front and back cameras. [23]
S1082,Sunbird,Sunbird  can access a device’s camera and take photos. [16]
S1069,TangleBot,TangleBot  can record video from the device camera. [24]
S0558,Tiktok Pro,Tiktok Pro  can capture photos and videos from the device’s camera. [25]
S0418,ViceLeaker,ViceLeaker  can take photos from both the front and back cameras. [26]
S0506,ViperRAT,ViperRAT  can take photos with the device camera. [27]
G0112,Windshift,Windshift  has included video recording in the malicious apps deployed as part of Operation BULL. [28]
S0489,WolfRAT,WolfRAT  can take photos and videos. [29]
M1006,Use Recent OS Version,"Android 9 and above restricts access to the mic, camera, and other device sensors from applications running in the background. iOS 14 and Android 12 introduced a visual indicator on the status bar (green dot) when an application is accessing the device’s camera. [30]"
S1061,AbstractEmu,AbstractEmu  has used code abstraction and anti-emulation checks to potentially avoid running while under analysis. [1]
S1010,VPNFilter,The  VPNFilter 's ssler module configures the device's iptables to redirect all traffic destined for port 80 to its local service listening on port 8888. Any outgoing web requests on port 80 are now intercepted by ssler and can be inspected by the ps module and manipulated before being sent to the legitimate HTTP service.  [3]   [4]
A0008,Application Server
A0007,Control Server
A0009,Data Gateway
A0006,Data Historian
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0012,Jump Host
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0014,Routers
A0010,Safety Controller
A0011,Virtual Private Network (VPN) Server
A0001,Workstation
M0947,Audit,Limit access to network infrastructure and resources that can be used to reshape traffic or otherwise produce AiTM conditions.
M0802,Communication Authenticity,"Communication authenticity will ensure that any messages tampered with through AiTM can be detected, but cannot prevent eavesdropping on these. In addition, providing communication authenticity around various discovery protocols, such as DNS, can be used to prevent various AiTM procedures."
M0942,Disable or Remove Feature or Program,Disable unnecessary legacy network protocols that may be used for AiTM if applicable.
M0931,Network Intrusion Prevention,Network intrusion detection and prevention systems that can identify traffic patterns indicative of AiTM activity can be used to mitigate activity at the network level.
M0930,Network Segmentation,"Network segmentation can be used to isolate infrastructure components that do not require broad network access. This may mitigate, or at least alleviate, the scope of AiTM activity."
M0810,Out-of-Band Communications Channel,Utilize out-of-band communication to validate the integrity of data from the primary channel.
M0813,Software Process and Device Authentication,"To protect against AiTM, authentication mechanisms should not send credentials across the network in plaintext and should also implement mechanisms to prevent replay attacks (such as nonces or timestamps). Challenge-response based authentication techniques that do not directly send credentials over the network provide better protection from AiTM."
M0814,Static Network Configuration,"Statically defined ARP entries can prevent manipulation and sniffing of switched network traffic, as some AiTM techniques depend on sending spoofed ARP messages to manipulate network host's dynamic ARP tables."
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack ,  Sandworm Team  blocked command messages by using malicious firmware to render serial-to-ethernet converters inoperable.  [3]"
S0604,Industroyer,"In  Industroyer  the first COM port from the configuration file is used for the actual communication and the two other COM ports are just opened to prevent other processes accessing them. Thus, the IEC 101 payload component is able to take over and maintain control of the RTU device.  [4]"
A0007,Control Server
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0010,Safety Controller
M0807,Network Allowlists,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support."
M0810,Out-of-Band Communications Channel,"Provide an alternative method for sending critical commands message to outstations, this could include using radio/cell communication to send messages to a field technician that physically performs the control function."
M0814,Static Network Configuration,Unauthorized connections can be prevented by statically defining the hosts and ports used for automation protocol connections.
S0604,Industroyer,"The  Industroyer  SIPROTEC DoS module places the victim device into firmware update mode. This is a legitimate use case under normal circumstances, but in this case is used the adversary to prevent the SIPROTEC from performing its designed protective functions. As a result the normal safeguards are disabled, leaving an unprotected link in the electric transmission.  [1]"
A0009,Data Gateway
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0010,Safety Controller
M0801,Access Management,"All devices or systems changes, including all administrative functions, should require authentication. Consider using access management technologies to enforce authorization on all management interface access attempts, especially when the device does not inherently provide strong authentication and authorization functions."
M0800,Authorization Enforcement,Restrict configurations changes and firmware updating abilities to only authorized individuals.
M0802,Communication Authenticity,Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
M0937,Filter Network Traffic,Filter for protocols and payloads associated with firmware activation or updating activity.
M0804,Human User Authentication,"Devices that allow remote management of firmware should require authentication before allowing any changes. The authentication mechanisms should also support  Account Use Policies ,  Password Policies , and  User Account Management"
M0807,Network Allowlists,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations.  [2]"
M0930,Network Segmentation,Segment operational network and systems to restrict access to critical system functions to predetermined management systems.  [2]
M0813,Software Process and Device Authentication,Authenticate connections fromsoftware and devices to prevent unauthorized systems from accessing protected management functions.
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack ,  Sandworm Team  blocked reporting messages by using malicious firmware to render serial-to-ethernet converters inoperable.  [3]"
S0604,Industroyer,Industroyer  uses the first COM port from the configuration file for the communication and the other two COM ports are opened to prevent other processes accessing them. This may block processes or operators from getting reporting messages from a device.  [4]
A0007,Control Server
A0009,Data Gateway
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0010,Safety Controller
M0807,Network Allowlists,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support."
M0810,Out-of-Band Communications Channel,"Provide an alternative method for sending critical report messages to operators, this could include using radio/cell communication to obtain messages from field technicians that can locally obtain telemetry and status data."
M0814,Static Network Configuration,Unauthorized connections can be prevented by statically defining the hosts and ports used for automation protocol connections.
S0604,Industroyer,"The  Industroyer  IEC 104 module has 3 modes available to perform its attack. These modes are range, shift, and sequence. The range mode operates in 2 stages. The first stage of range mode gathers Information Object Addresses (IOA) and sends select and execute packets to switch the state. The second stage of range mode has an infinite loop where it will switch the state of all of the previously discovered IOAs. Shift mode is similar to range mode, but instead of staying within the same range, it will add a shift value to the default range values.  [1]"
S1072,Industroyer2,Industroyer2  can iterate across a device’s IOAs to modify the ON/OFF value of a given IO state. [2] [3]
A0007,Control Server
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0010,Safety Controller
M0937,Filter Network Traffic,Allow/denylists can be used to block access when excessive I/O connections are detected from a system or device during a specified time period.
M0807,Network Allowlists,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support."
M0930,Network Segmentation,Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment.  [4]   [5]   [6]   [7]
M0813,Software Process and Device Authentication,Devices should authenticate all messages between master and outstation assets.
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack ,  Sandworm Team  overwrote the serial-to-ethernet converter firmware, rendering the devices not operational. This meant that communication to the downstream serial devices was either not possible or more difficult.  [1]"
S0604,Industroyer,"In  Industroyer  the first COM port from the configuration file is used for the actual communication and the two other COM ports are just opened to prevent other processes accessing them. Thus, the IEC 101 payload component is able to take over and maintain control of the RTU device.  [2]"
A0007,Control Server
A0009,Data Gateway
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0012,Jump Host
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0010,Safety Controller
A0011,Virtual Private Network (VPN) Server
A0001,Workstation
M0807,Network Allowlists,"Implement network allowlists to minimize serial comm port access to only authorized hosts, such as comm servers and RTUs."
M0930,Network Segmentation,Restrict unauthorized devices from accessing serial comm ports.
M0810,Out-of-Band Communications Channel,Ensure devices have an alternative method for communicating in the event that a valid COM port is unavailable.
C0020,Maroochy Water Breach,"In the  Maroochy Water Breach , the adversary suppressed alarm reporting to the central computer. [2]"
A0007,Control Server
A0009,Data Gateway
A0006,Data Historian
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0010,Safety Controller
M0807,Network Allowlists,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support."
M0930,Network Segmentation,Segment operational assets and their management devices based on their functional role within the process. Enabling more strict isolation to more critical control and operational information within the control environment.  [3]   [4]   [5]   [6]
M0810,Out-of-Band Communications Channel,Provide an alternative method for alarms to be reported in the event of a communication failure.
M0814,Static Network Configuration,Unauthorized connections can be prevented by statically defining the hosts and ports used for automation protocol connections.
S0093,Backdoor.Oldrea,"Using OPC, a component of  Backdoor.Oldrea  gathers any details about connected devices and sends them back to the C2 for the attackers to analyze.  [1]"
S0604,Industroyer,Industroyer  automatically collects protocol object data to learn about control devices in the environment.  [2]
S1072,Industroyer2,Industroyer2  leverages a hardcoded list of remote-station IP addresses to iteratively initiate communications and collect information across multiple priority IEC-104 priority levels. [3]
A0007,Control Server
A0006,Data Historian
A0003,Programmable Logic Controller (PLC)
M0807,Network Allowlists,"Utilize network allowlists to restrict unnecessary connections to network devices (e.g., comm servers, serial to ethernet converters) and services, especially in cases when devices have limits on the number of simultaneous sessions they support."
M0930,Network Segmentation,"Prevent unauthorized systems from accessing control servers or field devices containing industrial information, especially services used for common automation protocols (e.g., DNP3, OPC)."
M0953,Data Backup,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans   [2] , including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability."
M0927,Password Policies,"Applications and appliances that utilize default username and password should be changed immediately after the installation, and before deployment to a production environment. [3]"
M0811,Redundancy of Service,Retain cold-standby or replacement hardware of similar models to ensure continued operations of critical functions if the primary system is compromised or unavailable.  [4]
C0025,2016 Ukraine Electric Power Attack,"During the  2016 Ukraine Electric Power Attack ,  Sandworm Team  supplied the name of the payload DLL to  Industroyer  via a command line parameter. [2]"
S0604,Industroyer,The name of the  Industroyer  payload DLL is supplied by the attackers via a command line parameter supplied in one of the main backdoors execute a shell command commands.  [3]
G0034,Sandworm Team,"Sandworm Team  uses the MS-SQL server xp_cmdshell command, and PowerShell to execute commands.  [4]"
S0603,Stuxnet,Stuxnet  will store and execute SQL code that will extract and execute Stuxnet from the saved CAB file using xp_cmdshell with the following command:  set @s = master..xp _ cmdshell extrac32 /y +@t+ +@t+x; exec(@s);   [5]
A0008,Application Server
A0007,Control Server
A0009,Data Gateway
A0006,Data Historian
A0002,Human-Machine Interface (HMI)
A0012,Jump Host
A0001,Workstation
M0942,Disable or Remove Feature or Program,Consider removing or restricting features that are unnecessary to an asset's intended function within the control environment.
M0938,Execution Prevention,Execution prevention may block malicious software from accessing protected resources through the command line interface.
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack ,  Sandworm Team  used port 443 to communicate with their C2 servers.  [1]"
S0603,Stuxnet,Stuxnet  attempts to contact command and control servers on port 80 to send basic information about the computer it has compromised.  [2]
S1009,Triton,"Triton  uses TriStations default UDP port, 1502, to communicate with devices.  [3]"
A0008,Application Server
A0007,Control Server
A0009,Data Gateway
A0006,Data Historian
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0012,Jump Host
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0014,Routers
A0010,Safety Controller
A0011,Virtual Private Network (VPN) Server
A0001,Workstation
M0942,Disable or Remove Feature or Program,Ensure that unnecessary ports and services are closed to prevent risk of discovery and potential exploitation.
M0804,Human User Authentication,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support  Account Use Policies ,  Password Policies , and  User Account Management ."
M0931,Network Intrusion Prevention,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific protocol used by a particular adversary or tool and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.  [4]
M0930,Network Segmentation,Configure internal and external firewalls to block traffic using common ports that associate to network protocols that may be unnecessary for that particular network segment.
S1045,INCONTROLLER,INCONTROLLER  can establish a remote HTTP connection to change the operating mode of Omron PLCs. [5] [6]
S1006,PLC-Blaster,PLC-Blaster  stops the execution of the user program on the target to enable the transfer of its own code. The worm then copies itself to the target and subsequently starts the target PLC again.  [7]
S1009,Triton,Triton  has the ability to halt or run a program through the TriStation protocol. TsHi.py contains instances of halt and run functions being executed.  [8]
A0003,Programmable Logic Controller (PLC)
A0010,Safety Controller
M0801,Access Management,"Authenticate all access to field controllers before authorizing access to, or modification of, a device's state, logic, or programs. Centralized authentication techniques can help manage the large number of field controller accounts needed across the ICS."
M0800,Authorization Enforcement,"All field controllers should restrict operating mode changes to only required authenticated users (e.g., engineers, field technicians), preferably through implementing a role-based access mechanism. Further, physical mechanisms (e.g., keys) can also be used to limit unauthorized operating mode changes."
M0802,Communication Authenticity,Protocols used for device management should authenticate all network messages to prevent unauthorized system changes.
M0804,Human User Authentication,"All field controllers should require users to authenticate for all remote or local management sessions. The authentication mechanisms should also support  Account Use Policies ,  Password Policies , and  User Account Management ."
M0807,Network Allowlists,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations.  [9]"
M0930,Network Segmentation,Segment operational network and systems to restrict access to critical system functions to predetermined management systems.  [9]
M0813,Software Process and Device Authentication,Authenticate connections fromsoftware and devices to prevent unauthorized systems from accessing protected management functions.
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack , operators were shut out of their equipment either through the denial of peripheral use or the degradation of equipment. Operators were therefore unable to recover from the incident through their traditional means. Much of the power was restored manually.  [5]"
S0604,Industroyer,"Industroyer 's data wiper component removes the registry image path throughout the system and overwrites all files, rendering the system unusable.  [6]"
S0372,LockerGoga,Some of Norsk Hydro's production systems were impacted by a  LockerGoga  infection. This resulted in a loss of control which forced the company to switch to manual operations.  [7]   [8]
M0953,Data Backup,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans   [9] , including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability."
M0810,Out-of-Band Communications Channel,"Provide operators with redundant, out-of-band communication to support monitoring and control of the operational processes, especially when recovering from a network outage   [10] . Out-of-band communication should utilize diverse systems and technologies to minimize common failure modes and vulnerabilities within the communications infrastructure. For example, wireless networks (e.g., 3G, 4G) can be used to provide diverse and redundant delivery of data."
M0811,Redundancy of Service,"Hot-standbys in diverse locations can ensure continued operations if the primarily system are compromised or unavailable. At the network layer, protocols such as the Parallel Redundancy Protocol can be used to simultaneously use redundant and diverse communication over a local network.  [11]"
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack ,  Sandworm Team  established an internal proxy prior to the installation of backdoors within the network.  [2]"
S1045,INCONTROLLER,The  INCONTROLLER  PLCProxy module can add an IP route to the CODESYS gateway running on Schneider PLCs to allow it to route messages through the PLC to other devices on that network. This allows the malware to bypass firewall rules that prevent it from directly communicating with devices on the same network as the PLC. [3]
S0604,Industroyer,"Industroyer  attempts to connect with a hardcoded internal proxy on TCP 3128 [default Squid proxy]. If established, the backdoor attempts to reach an external C2 server via the internal proxy.  [4]"
G0034,Sandworm Team,Sandworm Team  establishes an internal proxy prior to the installation of backdoors within the network.  [4]
A0008,Application Server
A0007,Control Server
A0009,Data Gateway
A0006,Data Historian
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0012,Jump Host
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0014,Routers
A0010,Safety Controller
A0011,Virtual Private Network (VPN) Server
A0001,Workstation
M0937,Filter Network Traffic,Traffic to known anonymity networks and C2 infrastructure can be blocked through the use of network allow and block lists. It should be noted that this kind of blocking may be circumvented by other techniques likeDomain Fronting.
M0807,Network Allowlists,"Network allowlists can be implemented through either host-based files or system host files to specify what external connections (e.g., IP address, MAC address, port, protocol) can be made from a device. Allowlist techniques that operate at the application layer (e.g., DNP3, Modbus, HTTP) are addressed in the  Filter Network Traffic  mitigation."
M0931,Network Intrusion Prevention,Network intrusion detection and prevention systems that use network signatures to identify traffic for specific adversary malware can be used to mitigate activity at the network level. Signatures are often for unique indicators within protocols and may be based on the specific C2 protocol used by a particular adversary or tool and will likely be different across various malware families and versions. Adversaries will likely change tool C2 signatures over time or construct protocols in such a way as to avoid detection by common defensive tools.  [5]
M0920,SSL/TLS Inspection,"If it is possible to inspect HTTPS traffic, the captures can be analyzed for connections that appear to be domain fronting."
S1009,Triton,Triton  has the capability to reprogram the SIS logic to allow unsafe conditions to persist or reprogram the SIS to allow an unsafe state  while using the DCS to create an unsafe state or hazard.  [1]
M0805,Mechanical Protection Layers,"Protection devices should have minimal digital components to prevent exposure to related adversarial techniques. Examples include interlocks, rupture disks, release valves, etc.  [2]"
M0812,Safety Instrumented Systems,Ensure that all SIS are segmented from operational networks to prevent them from being targeted by additional adversarial behavior.
C0020,Maroochy Water Breach,"In the  Maroochy Water Breach , the adversary gained remote computer access to the control system and altered data so that whatever function should have occurred at affected pumping stations did not occur or occurred in a different way. This ultimately led to 800,000 liters of raw sewage being spilled out into the community. The raw sewage affected local parks, rivers, and even a local hotel. This resulted in harm to marine life and produced a sickening stench from the community's affected rivers. [5]"
M0805,Mechanical Protection Layers,"Protection devices should have minimal digital components to prevent exposure to related adversarial techniques. Examples include interlocks, rupture disks, release valves, etc.  [6]"
M0807,Network Allowlists,"Use host-based allowlists to prevent devices from accepting connections from unauthorized systems. For example, allowlists can be used to ensure devices can only connect with master stations or known management/engineering workstations.  [7]"
M0812,Safety Instrumented Systems,Ensure that all SIS are segmented from operational networks to prevent them from being targeted by additional adversarial behavior.
S1000,ACAD/Medre.A,ACAD/Medre.A  collects information related to the AutoCAD application. The worm collects AutoCAD (*.dwg) files with drawings from infected systems.  [1]
S0038,Duqu,"Duqu  downloads additional modules for the collection of data from local systems. The modules are named: infostealer 1, infostealer 2 and reconnaissance.  [2]"
S0143,Flame,Flame  has built-in modules to gather information from compromised computers.  [3]
M0803,Data Loss Prevention,Data loss prevention can restrict access to sensitive data and detect sensitive data that is unencrypted.
M0941,Encrypt Sensitive Information,Information which is sensitive to the operation and architecture of the process environment may be encrypted to ensure confidentiality and restrict access to only those who need to know.  [4]   [5]
M0922,Restrict File and Directory Permissions,Protect files stored locally with proper permissions to limit opportunities for adversaries to interact and collect information from the local system.  [4]   [5]
M0917,User Training,Develop and publish policies that define acceptable information to be stored on local systems.
C0028,2015 Ukraine Electric Power Attack,"During the  2015 Ukraine Electric Power Attack , power breakers were opened which caused the operating companies to be unable to deliver power, and left thousands of businesses and households without power for around 6 hours.  [4] [5]"
S0606,Bad Rabbit,"Several transportation organizations in Ukraine have suffered from being infected by  Bad Rabbit , resulting in some computers becoming encrypted, according to media reports.  [6]"
S0608,Conficker,"A  Conficker  infection at a nuclear power plant forced the facility to shutdown and go through security procedures involved with such events, with its staff scanning computer systems and going through all the regular checks and motions before putting the plant back into production.  [7]"
S0605,EKANS,EKANS  infection resulted in a temporary production loss within a Honda manufacturing plant.  [8]
S0372,LockerGoga,"While Norsk Hydro attempted to recover from a  LockerGoga  infection, most of its 160 manufacturing locations switched to manual (non-IT driven) operations. Manual operations can result in a loss of productivity.  [9] [10]"
S0368,NotPetya,"NotPetya  disrupted manufacturing facilities supplying vaccines, resulting in a halt of production and the inability to meet demand for specific vaccines.  [11]"
S0496,REvil,The  REvil  malware gained access to an organizations network and encrypted sensitive files used by OT equipment.  [12]
S0446,Ryuk,An enterprise resource planning (ERP) manufacturing server was lost to the  Ryuk  attack. The manufacturing process had to rely on paper and existing orders to keep the shop floor open.  [13]
M0953,Data Backup,"Take and store data backups from end user systems and critical servers. Ensure backup and storage systems are hardened and kept separate from the corporate network to prevent compromise.  Maintain and exercise incident response plans   [14] , including the management of gold-copy back-up images and configurations for key systems to enable quick recovery and response from adversarial activities that impact control, view, or availability."
S0038,Duqu,"Duqu  downloads additional modules for the collection of data in information repositories, including the Infostealer 2 module that can access data from Windows Shares. [3]"
A0007,Control Server
A0006,Data Historian
M0947,Audit,Consider periodic reviews of accounts and privileges for critical and sensitive repositories.
M0941,Encrypt Sensitive Information,Information which is sensitive to the operation and architecture of the process environment may be encrypted to ensure confidentiality and restrict access to only those who need to know.  [4]   [5]
M0926,Privileged Account Management,Minimize permissions and access for service accounts to limit the information that may be exposed or collected by malicious users or software.  [5]
M0922,Restrict File and Directory Permissions,Protect files with proper permissions to limit opportunities for adversaries to interact and collect information from databases.  [4]   [5]
M0918,User Account Management,Ensure users and user groups have appropriate permissions for their roles through Identity and Access Management (IAM) controls to prevent misuse. Implement user accounts for each individual that may access the repositories for role enforcement and non-repudiation of actions.
M0917,User Training,Develop and publish policies that define acceptable information to be stored in repositories.
S1045,INCONTROLLER,INCONTROLLER  can wipe the memory of Omron PLCs and reset settings through the remote HTTP service. [2] [3] [4]
S0604,Industroyer,Industroyer  has a destructive wiper that overwrites all ICS configuration files across the hard drives and all mapped network drives specifically targeting ABB PCM600 configuration files.  [5]
S0607,KillDisk,KillDisk  is able to delete system files to make the system unbootable and targets 35 different types of files for deletion.  [6]
A0008,Application Server
A0007,Control Server
A0009,Data Gateway
A0006,Data Historian
A0013,Field I/O
A0002,Human-Machine Interface (HMI)
A0005,Intelligent Electronic Device (IED)
A0012,Jump Host
A0003,Programmable Logic Controller (PLC)
A0004,Remote Terminal Unit (RTU)
A0014,Routers
A0010,Safety Controller
A0011,Virtual Private Network (VPN) Server
A0001,Workstation
M0953,Data Backup,"Utilize central storage servers for critical operations where possible (e.g., historians) and keep remote backups. For outstations, use local redundant storage for event recorders. Have backup control system platforms, preferably as hot-standbys to respond immediately to data destruction events.  [7]"
M0926,Privileged Account Management,Minimize permissions and access for service accounts to limit the information that may be impacted by malicious users or software.  [7]
M0922,Restrict File and Directory Permissions,Protect files stored locally with proper permissions  to limit opportunities for adversaries to impact data storage.  [7]
S0604,Industroyer,Industroyer  is able to block serial COM channels temporarily causing a denial of view.  [4]
